timestamp,subba,value
2015-01-01 00:00:00,PGAE,11072
2015-01-01 00:00:00,SCE,10933
2015-01-01 00:00:00,SDGE,2438
2015-01-01 00:00:00,VEA,78
2015-01-01 01:00:00,PGAE,11553
2015-01-01 01:00:00,SCE,11446
2015-01-01 01:00:00,SDGE,2606
2015-01-01 01:00:00,VEA,85
2015-01-01 02:00:00,PGAE,12940
2015-01-01 02:00:00,SCE,13095
2015-01-01 02:00:00,SDGE,3060
2015-01-01 02:00:00,VEA,92
2015-01-01 03:00:00,PGAE,13315
2015-01-01 03:00:00,SCE,13367
2015-01-01 03:00:00,SDGE,3128
2015-01-01 03:00:00,VEA,92
2015-01-01 04:00:00,PGAE,12882
2015-01-01 04:00:00,SCE,13046
2015-01-01 04:00:00,SDGE,3026
2015-01-01 04:00:00,VEA,92
2015-01-01 05:00:00,PGAE,12353
2015-01-01 05:00:00,SCE,12622
2015-01-01 05:00:00,SDGE,2900
2015-01-01 05:00:00,VEA,93
2015-01-01 06:00:00,PGAE,11843
2015-01-01 06:00:00,SCE,12070
2015-01-01 06:00:00,SDGE,2761
2015-01-01 06:00:00,VEA,91
2015-01-01 07:00:00,PGAE,11361
2015-01-01 07:00:00,SCE,11583
2015-01-01 07:00:00,SDGE,2606
2015-01-01 07:00:00,VEA,89
2015-01-01 08:00:00,PGAE,10862
2015-01-01 08:00:00,SCE,11112
2015-01-01 08:00:00,SDGE,2448
2015-01-01 08:00:00,VEA,88
2015-01-01 09:00:00,PGAE,10541
2015-01-01 09:00:00,SCE,10658
2015-01-01 09:00:00,SDGE,2307
2015-01-01 09:00:00,VEA,87
2015-01-01 10:00:00,PGAE,10224
2015-01-01 10:00:00,SCE,10266
2015-01-01 10:00:00,SDGE,2189
2015-01-01 10:00:00,VEA,87
2015-01-01 11:00:00,PGAE,9940
2015-01-01 11:00:00,SCE,9947
2015-01-01 11:00:00,SDGE,2104
2015-01-01 11:00:00,VEA,88
2015-01-01 12:00:00,PGAE,9787
2015-01-01 12:00:00,SCE,9765
2015-01-01 12:00:00,SDGE,2060
2015-01-01 12:00:00,VEA,90
2015-01-01 13:00:00,PGAE,9774
2015-01-01 13:00:00,SCE,9753
2015-01-01 13:00:00,SDGE,2061
2015-01-01 13:00:00,VEA,94
2015-01-01 14:00:00,PGAE,9956
2015-01-01 14:00:00,SCE,9915
2015-01-01 14:00:00,SDGE,2121
2015-01-01 14:00:00,VEA,99
2015-01-01 15:00:00,PGAE,10330
2015-01-01 15:00:00,SCE,10168
2015-01-01 15:00:00,SDGE,2223
2015-01-01 15:00:00,VEA,105
2015-01-01 16:00:00,PGAE,10545
2015-01-01 16:00:00,SCE,10080
2015-01-01 16:00:00,SDGE,2251
2015-01-01 16:00:00,VEA,107
2015-01-01 17:00:00,PGAE,10608
2015-01-01 17:00:00,SCE,10040
2015-01-01 17:00:00,SDGE,2278
2015-01-01 17:00:00,VEA,101
2015-01-01 18:00:00,PGAE,10524
2015-01-01 18:00:00,SCE,9837
2015-01-01 18:00:00,SDGE,2271
2015-01-01 18:00:00,VEA,90
2015-01-01 19:00:00,PGAE,10485
2015-01-01 19:00:00,SCE,9803
2015-01-01 19:00:00,SDGE,2242
2015-01-01 19:00:00,VEA,83
2015-01-01 20:00:00,PGAE,10342
2015-01-01 20:00:00,SCE,9672
2015-01-01 20:00:00,SDGE,2222
2015-01-01 20:00:00,VEA,75
2015-01-01 21:00:00,PGAE,10137
2015-01-01 21:00:00,SCE,9517
2015-01-01 21:00:00,SDGE,2164
2015-01-01 21:00:00,VEA,69
2015-01-01 22:00:00,PGAE,9985
2015-01-01 22:00:00,SCE,9391
2015-01-01 22:00:00,SDGE,2128
2015-01-01 22:00:00,VEA,63
2015-01-01 23:00:00,PGAE,9964
2015-01-01 23:00:00,SCE,9350
2015-01-01 23:00:00,SDGE,2128
2015-01-01 23:00:00,VEA,60
2015-01-02 00:00:00,PGAE,10196
2015-01-02 00:00:00,SCE,9494
2015-01-02 00:00:00,SDGE,2150
2015-01-02 00:00:00,VEA,61
2015-01-02 01:00:00,PGAE,10859
2015-01-02 01:00:00,SCE,10149
2015-01-02 01:00:00,SDGE,2327
2015-01-02 01:00:00,VEA,68
2015-01-02 02:00:00,PGAE,12335
2015-01-02 02:00:00,SCE,11761
2015-01-02 02:00:00,SDGE,2759
2015-01-02 02:00:00,VEA,82
2015-01-02 03:00:00,PGAE,12901
2015-01-02 03:00:00,SCE,12266
2015-01-02 03:00:00,SDGE,2867
2015-01-02 03:00:00,VEA,87
2015-01-02 04:00:00,PGAE,12827
2015-01-02 04:00:00,SCE,12273
2015-01-02 04:00:00,SDGE,2835
2015-01-02 04:00:00,VEA,91
2015-01-02 05:00:00,PGAE,12625
2015-01-02 05:00:00,SCE,12164
2015-01-02 05:00:00,SDGE,2782
2015-01-02 05:00:00,VEA,93
2015-01-02 06:00:00,PGAE,12219
2015-01-02 06:00:00,SCE,11839
2015-01-02 06:00:00,SDGE,2665
2015-01-02 06:00:00,VEA,93
2015-01-02 07:00:00,PGAE,11566
2015-01-02 07:00:00,SCE,11281
2015-01-02 07:00:00,SDGE,2460
2015-01-02 07:00:00,VEA,91
2015-01-02 08:00:00,PGAE,10847
2015-01-02 08:00:00,SCE,10551
2015-01-02 08:00:00,SDGE,2234
2015-01-02 08:00:00,VEA,90
2015-01-02 09:00:00,PGAE,10267
2015-01-02 09:00:00,SCE,9965
2015-01-02 09:00:00,SDGE,2069
2015-01-02 09:00:00,VEA,91
2015-01-02 10:00:00,PGAE,9888
2015-01-02 10:00:00,SCE,9593
2015-01-02 10:00:00,SDGE,1976
2015-01-02 10:00:00,VEA,92
2015-01-02 11:00:00,PGAE,9708
2015-01-02 11:00:00,SCE,9418
2015-01-02 11:00:00,SDGE,1927
2015-01-02 11:00:00,VEA,95
2015-01-02 12:00:00,PGAE,9710
2015-01-02 12:00:00,SCE,9409
2015-01-02 12:00:00,SDGE,1924
2015-01-02 12:00:00,VEA,98
2015-01-02 13:00:00,PGAE,9922
2015-01-02 13:00:00,SCE,9600
2015-01-02 13:00:00,SDGE,1983
2015-01-02 13:00:00,VEA,102
2015-01-02 14:00:00,PGAE,10423
2015-01-02 14:00:00,SCE,10133
2015-01-02 14:00:00,SDGE,2123
2015-01-02 14:00:00,VEA,108
2015-01-02 15:00:00,PGAE,11050
2015-01-02 15:00:00,SCE,10744
2015-01-02 15:00:00,SDGE,2323
2015-01-02 15:00:00,VEA,115
2015-01-02 16:00:00,PGAE,11609
2015-01-02 16:00:00,SCE,11062
2015-01-02 16:00:00,SDGE,2446
2015-01-02 16:00:00,VEA,117
2015-01-02 17:00:00,PGAE,11829
