timestamp,respondent,value
2018-01-01 00:00:00,SC,3861.0
2018-01-01 00:00:00,MISO,92985.0
2018-01-01 00:00:00,IID,
2018-01-01 00:00:00,NEVP,3533.0
2018-01-01 00:00:00,HST,63.0
2018-01-01 00:00:00,WALC,764.0
2018-01-01 00:00:00,NWMT,1613.0
2018-01-01 00:00:00,NYIS,23475.0
2018-01-01 00:00:00,GVL,215.0
2018-01-01 00:00:00,OVEC,81.0
2018-01-01 00:00:00,PACE,5549.0
2018-01-01 00:00:00,FPL,12833.0
2018-01-01 00:00:00,LGEE,5535.0
2018-01-01 00:00:00,PACW,2279.0
2018-01-01 00:00:00,FPC,5862.0
2018-01-01 00:00:00,PSEI,4088.0
2018-01-01 00:00:00,EPE,750.0
2018-01-01 00:00:00,SCEG,3328.0
2018-01-01 00:00:00,SOCO,33053.0
2018-01-01 00:00:00,DUK,16101.0
2018-01-01 00:00:00,SWPP,38136.0
2018-01-01 00:00:00,TEPC,1455.0
2018-01-01 00:00:00,AVA,1720.0
2018-01-01 00:00:00,TIDC,226.0
2018-01-01 00:00:00,TPWR,687.0
2018-01-01 00:00:00,PSCO,5761.0
2018-01-01 00:00:00,AEC,759.0
2018-01-01 00:00:00,JEA,
2018-01-01 00:00:00,NSB,
2018-01-01 00:00:00,TEC,2262.0
2018-01-01 00:00:00,WAUW,135.0
2018-01-01 00:00:00,AECI,4412.0
2018-01-01 00:00:00,TAL,332.0
2018-01-01 00:00:00,AZPS,2710.0
2018-01-01 00:00:00,BANC,1807.0
2018-01-01 00:00:00,SRP,2707.0
2018-01-01 00:00:00,BPAT,7231.0
2018-01-01 00:00:00,CHPD,321.0
2018-01-01 00:00:00,SPA,99.0
2018-01-01 00:00:00,CISO,22443.0
2018-01-01 00:00:00,LDWP,2673.0
2018-01-01 00:00:00,SEC,294.0
2018-01-01 00:00:00,CPLW,911.0
2018-01-01 00:00:00,SCL,1315.0
2018-01-01 00:00:00,DOPD,259.0
2018-01-01 00:00:00,PNM,1523.0
2018-01-01 00:00:00,ERCO,52917.0
2018-01-01 00:00:00,FMPP,
2018-01-01 00:00:00,PJM,124751.0
2018-01-01 00:00:00,GCPD,549.0
2018-01-01 00:00:00,IPCO,1793.0
2018-01-01 00:00:00,PGE,2559.0
2018-01-01 00:00:00,ISNE,19561.0
2018-01-01 00:00:00,CPLE,10765.0
2018-01-01 00:00:00,WACM,3579.0
2018-01-01 00:00:00,TVA,26253.0
2018-01-01 01:00:00,AEC,771.0
2018-01-01 01:00:00,SCEG,3311.0
2018-01-01 01:00:00,SPA,95.0
2018-01-01 01:00:00,SCL,1389.0
2018-01-01 01:00:00,IID,
2018-01-01 01:00:00,FPL,12074.0
2018-01-01 01:00:00,MISO,92938.0
2018-01-01 01:00:00,PSEI,4346.0
2018-01-01 01:00:00,WACM,3790.0
2018-01-01 01:00:00,PACE,5840.0
2018-01-01 01:00:00,ERCO,54476.0
2018-01-01 01:00:00,PNM,1682.0
2018-01-01 01:00:00,SWPP,38892.0
2018-01-01 01:00:00,TPWR,726.0
2018-01-01 01:00:00,BANC,1900.0
2018-01-01 01:00:00,CPLE,10695.0
2018-01-01 01:00:00,LDWP,2862.0
2018-01-01 01:00:00,CISO,23613.0
2018-01-01 01:00:00,PACW,2430.0
2018-01-01 01:00:00,NSB,
2018-01-01 01:00:00,TAL,331.0
2018-01-01 01:00:00,WAUW,143.0
2018-01-01 01:00:00,PGE,2707.0
2018-01-01 01:00:00,TEC,2184.0
2018-01-01 01:00:00,DUK,15887.0
2018-01-01 01:00:00,OVEC,80.0
2018-01-01 01:00:00,NYIS,22871.0
2018-01-01 01:00:00,EPE,843.0
2018-01-01 01:00:00,SOCO,33002.0
2018-01-01 01:00:00,IPCO,2017.0
2018-01-01 01:00:00,WALC,829.0
2018-01-01 01:00:00,NWMT,1700.0
2018-01-01 01:00:00,AVA,1828.0
2018-01-01 01:00:00,BPAT,7623.0
2018-01-01 01:00:00,AECI,4514.0
2018-01-01 01:00:00,CHPD,333.0
2018-01-01 01:00:00,AZPS,3004.0
2018-01-01 01:00:00,SRP,2904.0
2018-01-01 01:00:00,HST,59.0
2018-01-01 01:00:00,SC,3900.0
2018-01-01 01:00:00,PSCO,6194.0
2018-01-01 01:00:00,TVA,26494.0
2018-01-01 01:00:00,CPLW,913.0
2018-01-01 01:00:00,NEVP,3818.0
2018-01-01 01:00:00,DOPD,265.0
2018-01-01 01:00:00,FPC,5661.0
2018-01-01 01:00:00,SEC,250.0
2018-01-01 01:00:00,TEPC,1557.0
2018-01-01 01:00:00,TIDC,237.0
2018-01-01 01:00:00,GVL,209.0
2018-01-01 01:00:00,FMPP,
2018-01-01 01:00:00,JEA,
2018-01-01 01:00:00,ISNE,18932.0
2018-01-01 01:00:00,PJM,123230.0
2018-01-01 01:00:00,GCPD,581.0
2018-01-01 01:00:00,LGEE,5524.0
2018-01-01 02:00:00,TAL,326.0
2018-01-01 02:00:00,AZPS,3191.0
2018-01-01 02:00:00,LGEE,5439.0
2018-01-01 02:00:00,SOCO,32948.0
2018-01-01 02:00:00,AECI,4485.0
2018-01-01 02:00:00,TIDC,261.0
2018-01-01 02:00:00,HST,54.0
2018-01-01 02:00:00,NSB,
2018-01-01 02:00:00,BPAT,7999.0
2018-01-01 02:00:00,PSCO,6156.0
