"Eastern Date Hour","Zone Name","Zone PTID","TWI Actual Load"
"2022/01/01 00:00:00","LONGIL","61762","1851.533"
"2022/01/01 01:00:00","LONGIL","61762","1734.6093"
"2022/01/01 02:00:00","LONGIL","61762","1651.0474"
"2022/01/01 03:00:00","LONGIL","61762","1597.0706"
"2022/01/01 04:00:00","LONGIL","61762","1575.7818"
"2022/01/01 05:00:00","LONGIL","61762","1582.2447"
"2022/01/01 06:00:00","LONGIL","61762","1616.563"
"2022/01/01 07:00:00","LONGIL","61762","1655.1121"
"2022/01/01 08:00:00","LONGIL","61762","1715.8723"
"2022/01/01 09:00:00","LONGIL","61762","1823.0055"
"2022/01/01 10:00:00","LONGIL","61762","1922.6546"
"2022/01/01 11:00:00","LONGIL","61762","1995.2731"
"2022/01/01 12:00:00","LONGIL","61762","2050.279"
"2022/01/01 13:00:00","LONGIL","61762","2081.4258"
"2022/01/01 14:00:00","LONGIL","61762","2083.4162"
"2022/01/01 15:00:00","LONGIL","61762","2108.5836"
"2022/01/01 16:00:00","LONGIL","61762","2233.3107"
"2022/01/01 17:00:00","LONGIL","61762","2379.5076"
"2022/01/01 18:00:00","LONGIL","61762","2357.3179"
"2022/01/01 19:00:00","LONGIL","61762","2291.7074"
"2022/01/01 20:00:00","LONGIL","61762","2220.1042"
"2022/01/01 21:00:00","LONGIL","61762","2124.5975"
"2022/01/01 22:00:00","LONGIL","61762","2001.3966"
"2022/01/01 23:00:00","LONGIL","61762","1859.0659"
"2022/01/02 00:00:00","LONGIL","61762","1728.0345"
"2022/01/02 01:00:00","LONGIL","61762","1624.5436"
"2022/01/02 02:00:00","LONGIL","61762","1566.3336"
"2022/01/02 03:00:00","LONGIL","61762","1528.0001"
"2022/01/02 04:00:00","LONGIL","61762","1517.6572"
"2022/01/02 05:00:00","LONGIL","61762","1539.7554"
"2022/01/02 06:00:00","LONGIL","61762","1591.0712"
"2022/01/02 07:00:00","LONGIL","61762","1648.7683"
"2022/01/02 08:00:00","LONGIL","61762","1726.2192"
"2022/01/02 09:00:00","LONGIL","61762","1818.4668"
"2022/01/02 10:00:00","LONGIL","61762","1895.4994"
"2022/01/02 11:00:00","LONGIL","61762","1993.748"
"2022/01/02 12:00:00","LONGIL","61762","2039.299"
"2022/01/02 13:00:00","LONGIL","61762","2017.0813"
"2022/01/02 14:00:00","LONGIL","61762","2035.7515"
"2022/01/02 15:00:00","LONGIL","61762","2104.1881"
"2022/01/02 16:00:00","LONGIL","61762","2268.56"
"2022/01/02 17:00:00","LONGIL","61762","2452.0076"
"2022/01/02 18:00:00","LONGIL","61762","2446.0835"
"2022/01/02 19:00:00","LONGIL","61762","2389.3505"
"2022/01/02 20:00:00","LONGIL","61762","2327.4718"
"2022/01/02 21:00:00","LONGIL","61762","2227.621"
"2022/01/02 22:00:00","LONGIL","61762","2085.3078"
"2022/01/02 23:00:00","LONGIL","61762","1933.2059"
"2022/01/03 00:00:00","LONGIL","61762","1805.615"
"2022/01/03 01:00:00","LONGIL","61762","1730.9457"
"2022/01/03 02:00:00","LONGIL","61762","1690.9615"
"2022/01/03 03:00:00","LONGIL","61762","1694.6218"
"2022/01/03 04:00:00","LONGIL","61762","1749.7277"
"2022/01/03 05:00:00","LONGIL","61762","1856.6818"
"2022/01/03 06:00:00","LONGIL","61762","2050.513"
"2022/01/03 07:00:00","LONGIL","61762","2237.3521"
"2022/01/03 08:00:00","LONGIL","61762","2352.6676"
"2022/01/03 09:00:00","LONGIL","61762","2455.218"
"2022/01/03 10:00:00","LONGIL","61762","2535.0885"
"2022/01/03 11:00:00","LONGIL","61762","2575.9708"
"2022/01/03 12:00:00","LONGIL","61762","2611.4328"
"2022/01/03 13:00:00","LONGIL","61762","2605.4025"
"2022/01/03 14:00:00","LONGIL","61762","2626.4783"
"2022/01/03 15:00:00","LONGIL","61762","2675.0392"
"2022/01/03 16:00:00","LONGIL","61762","2819.01"
"2022/01/03 17:00:00","LONGIL","61762","2974.9641"
"2022/01/03 18:00:00","LONGIL","61762","2952.2571"
"2022/01/03 19:00:00","LONGIL","61762","2855.8894"
"2022/01/03 20:00:00","LONGIL","61762","2761.7415"
"2022/01/03 21:00:00","LONGIL","61762","2631.6319"
"2022/01/03 22:00:00","LONGIL","61762","2437.9841"
"2022/01/03 23:00:00","LONGIL","61762","2260.7026"
"2022/01/04 00:00:00","LONGIL","61762","2132.2681"
"2022/01/04 01:00:00","LONGIL","61762","2050.721"
"2022/01/04 02:00:00","LONGIL","61762","2007.2321"
"2022/01/04 03:00:00","LONGIL","61762","1996.1329"
"2022/01/04 04:00:00","LONGIL","61762","2032.2135"
"2022/01/04 05:00:00","LONGIL","61762","2142.047"
"2022/01/04 06:00:00","LONGIL","61762","2321.9098"
"2022/01/04 07:00:00","LONGIL","61762","2473.1329"
"2022/01/04 08:00:00","LONGIL","61762","2463.7177"
"2022/01/04 09:00:00","LONGIL","61762","2374.4183"
"2022/01/04 10:00:00","LONGIL","61762","2282.0815"
"2022/01/04 11:00:00","LONGIL","61762","2230.0536"
"2022/01/04 12:00:00","LONGIL","61762","2197.7766"
"2022/01/04 13:00:00","LONGIL","61762","2214.5938"
"2022/01/04 14:00:00","LONGIL","61762","2306.4042"
"2022/01/04 15:00:00","LONGIL","61762","2428.6206"
"2022/01/04 16:00:00","LONGIL","61762","2636.804"
"2022/01/04 17:00:00","LONGIL","61762","2880.3194"
"2022/01/04 18:00:00","LONGIL","61762","2888.9835"
"2022/01/04 19:00:00","LONGIL","61762","2807.9202"
"2022/01/04 20:00:00","LONGIL","61762","2705.8184"
"2022/01/04 21:00:00","LONGIL","61762","2555.911"
"2022/01/04 22:00:00","LONGIL","61762","2362.4288"
"2022/01/04 23:00:00","LONGIL","61762","2179.5995"
"2022/01/05 00:00:00","LONGIL","61762","2047.9867"
"2022/01/05 01:00:00","LONGIL","61762","1962.6645"
"2022/01/05 02:00:00","LONGIL","61762","1907.7419"
"2022/01/05 03:00:00","LONGIL","61762","1885.4146"
"2022/01/05 04:00:00","LONGIL","61762","1901.8766"
"2022/01/05 05:00:00","LONGIL","61762","1984.3449"
"2022/01/05 06:00:00","LONGIL","61762","2146.1011"
"2022/01/05 07:00:00","LONGIL","61762","2294.1422"
"2022/01/05 08:00:00","LONGIL","61762","2360.6115"
"2022/01/05 09:00:00","LONGIL","61762","2366.5019"
"2022/01/05 10:00:00","LONGIL","61762","2407.4088"
"2022/01/05 11:00:00","LONGIL","61762","2445.9004"
"2022/01/05 12:00:00","LONGIL","61762","2458.1069"
"2022/01/05 13:00:00","LONGIL","61762","2428.2488"
"2022/01/05 14:00:00","LONGIL","61762","2448.6467"
"2022/01/05 15:00:00","LONGIL","61762","2474.7602"
"2022/01/05 16:00:00","LONGIL","61762","2588.8498"
"2022/01/05 17:00:00","LONGIL","61762","2724.6136"
"2022/01/05 18:00:00","LONGIL","61762","2691.1701"
"2022/01/05 19:00:00","LONGIL","61762","2601.3126"
"2022/01/05 20:00:00","LONGIL","61762","2493.5409"
"2022/01/05 21:00:00","LONGIL","61762","2348.6894"
"2022/01/05 22:00:00","LONGIL","61762","2167.3194"
"2022/01/05 23:00:00","LONGIL","61762","1987.5841"
"2022/01/06 00:00:00","LONGIL","61762","1863.0058"
"2022/01/06 01:00:00","LONGIL","61762","1776.8845"
"2022/01/06 02:00:00","LONGIL","61762","1735.5312"
"2022/01/06 03:00:00","LONGIL","61762","1728.246"
"2022/01/06 04:00:00","LONGIL","61762","1771.0223"
"2022/01/06 05:00:00","LONGIL","61762","1883.6698"
"2022/01/06 06:00:00","LONGIL","61762","2072.4831"
"2022/01/06 07:00:00","LONGIL","61762","2215.1442"
